Nome	Categoria	Porção Média	Calorias	Carboidratos	Proteína	Gordura	Saturada	MUF	PUF	Fibra	A	B1	B2	B3	B5	B6	B9	B12	C	D	E	K	K2	Sódio	Potássio	Cálcio	Selenio	Fósforo	Zinco	Ferro	Mercurio	Cádmio	Chumbo	Cobre	Manganês	Magnésio	Choline	Omega 	Omega 	Creatina	Carnosina	Taurina	Glutathione	Glycine	Astaxanthin	Licopeno	Oleic Acid	Linoleic Acid	Lutein	Zeaxantina	Coenzima Q10	Sulforafano	Resveratrol	Quercetina	Curcumina	L-Teanina	Carnitina	Antocianinas	Isoflavonas	Catequinas	Ácido clorogenico	Ácido cafeico	Outros estilbenos	Lignanas	Fisetina	Apigenina	Ácido Elágico	Nitratos Naturais	Capsaicina	Hesperidina	Naringenina	Ácido Ursólico	Indol-3-Carbinol	DIM	Beta-Glucanas
Edamame		100	122	8.9	11.9	5.2	0.4	1.3	2.2	5.2	15	0.2	0.15	0.9	0.4	0.1	311	0	6.1	0	0.7	26.7	0	6	436	63	0.8	169	1.3	2.3	0.02	0.05	0.05	0.14	1.02	64	56.3	0.36	1.79	0	0	0	8	520	0	0	1.25	1.79	0.35	0.05	0.4	0	0	2.2	0	0	0	0	50	2.5	1.2	0.4	0	0.4	0	0	0	30	0	0	0	0	0	0	0
Fava		100	110	19.7	7.6	0.4	0.1	0.05	0.15	5.4	1	0.1	0.09	0.7	0.24	0.07	104	0	0.4	0	0.05	2.9	0	5	268	37	0.7	125	0.6	1.5	0.02	0.05	0.05	0.21	0.42	43	23.5	0.02	0.12	0	0	0	2.5	340	0	0	0.04	0.12	0.12	0.01	0.1	0	0	1.2	0	0	0	0	0.5	1	0.7	0.3	0	0.1	0	0	0	25	0	0	0	0	0	0	0
Feijão Vermelho		100	127	22.8	8.7	0.5	0.1	0.04	0.22	6.4	0	0.16	0.06	0.6	0.22	0.12	130	0	0	0	0.2	2.1	0	2	403	28	1.1	142	1	2.2	0.02	0.05	0.05	0.24	0.45	45	30	0.05	0.16	0	0	0	3.5	390	0	0	0.04	0.16	0	0	0.15	0	0	1.8	0	0	0	10	0.5	2	1.1	0.4	0	0.2	0	0	0	22	0	0	0	0	0	0	0
Feijão Lima		100	115	21	7.8	0.4	0.1	0.03	0.16	7	0	0.15	0.05	0.5	0.21	0.16	28	0	1	0	0.15	0	0	2	508	32	0.9	136	0.9	2.4	0.02	0.05	0.05	0.24	0.51	43	28	0.04	0.12	0	0	0	3	350	0	0	0.03	0.12	0.05	0.01	0.1	0	0	1	0	0	0	0	0.3	0.5	0.4	0.2	0	0.1	0	0	0	15	0	0	0	0	0	0	0
Tremoço		100	119	9.9	15.6	2.9	0.4	1.1	1.2	2.8	0	0.22	0.22	1.4	0.38	0.12	40	0	0	0	0.22	0	0	4	245	51	4.5	212	1.4	1.2	0.02	0.05	0.05	0.32	0.94	54	35	0.15	1	0	0	0	5	680	0	0	1	1	0	0	0.3	0	0	0	0	0	0	0	0.2	0.4	0.3	0.1	0	0.1	0	0	0	20	0	0	0	0	0	0	0
Feijão Mungo		100	105	19.2	7	0.4	0.1	0.03	0.15	7.6	1	0.16	0.06	0.6	0.4	0.07	159	0	1	0	0.15	2.7	0	2	324	27	2.5	142	0.9	1.4	0.02	0.05	0.05	0.15	0.34	48	29	0.03	0.12	0	0	0	3	340	0	0	0.03	0.12	0.08	0.01	0.1	0	0	4.2	0	0	0	0	0.6	1.8	0.9	0.4	0	0.2	0	0	0	25	0	0	0	0	0	0	0
Feijão Manteiga		100	135	25	9.6	0.4	0.1	0.03	0.16	6.5	0	0.12	0.06	0.4	0.24	0.12	81	0	0	0	0.2	0	0	4	415	85	1.3	180	1	3.5	0.02	0.05	0.05	0.23	0.43	60	29	0.05	0.1	0	0	0	3.2	440	0	0	0.03	0.1	0	0	0.15	0	0	1	0	0	0	0	0.4	0.8	0.6	0.2	0	0.1	0	0	0	15	0	0	0	0	0	0	0
Feijão Carioca		100	137	25	9.1	0.6	0.1	0.05	0.3	8.5	0	0.21	0.06	0.6	0.22	0.14	130	0	0	0	0.2	2.2	0	2	379	44	0.7	147	1	2.2	0.02	0.05	0.05	0.22	0.41	50	32	0.04	0.23	0	0	0	3.8	410	0	0	0.05	0.23	0	0	0.15	0	0	1.5	0	0	0	1.2	0.4	1.2	0.7	0.3	0	0.2	0	0	0	18	0	0	0	0	0	0	0
Soja		100	172	9.9	16.6	9	1.3	2	5.1	6	1	0.16	0.29	0.4	0.15	0.1	54	0	1.7	0	0.35	19.2	0	1	515	102	1.5	242	1.15	5.1	0.02	0.05	0.05	0.4	0.81	86	56.3	0.6	4.5	0	0	0	8	920	0	0	1.9	4.5	0.13	0.03	0.4	0	0	2.5	0	0	0	0	150	4	2.5	0.8	0	0.6	0	0	0	40	0	0	0	0	0	0	0
Chia		100	486	42.1	16.5	30.7	3.3	2.3	23.7	34.4	3	0.62	0.17	8.8	0.93	0.1	49	0	1.6	0	0.5	0	0	16	407	631	55.2	860	4.6	7.7	0.02	0.03	0.05	0.92	2.7	335	78.7	17.8	5.8	0	0	0	5	940	0	0	2.2	5.8	0	0	0.1	0	0	15	0	0	0	0	0	0	4	2	0	1.5	0	0	0	15	0	0	0	0	0	0	0
Feno grego		100	323	58.4	23	6.4	0.6	2	3.4	24.6	3	0.32	0.37	1.6	0.6	0.6	57	0	3	0	0.4	0	0	67	770	176	6.3	296	2.5	33.5	0.02	0.04	0.05	1.1	1.2	191	45	0.3	3.1	0	0	0	6	1350	0	0	1.9	3.1	0	0	0.2	0	0	8.5	0	0	0	0	0	0	0.8	0.4	0	0.5	0	0	0	35	0	0	0	0	0	0	0
Linhaça		100	534	28.9	18.3	42.2	3.7	7.5	28.7	27.3	0	1.64	0.16	3.1	0.98	0.47	87	0	0.6	0	0.31	4.3	0	30	813	255	25.4	642	4.3	5.7	0.02	0.03	0.05	1.22	2.48	392	78.7	22.8	5.9	0	0	0	5.5	1250	0	0	7.5	5.9	0.35	0	0.3	0	0	4.5	0	0	0	0	0	0	1.5	0.6	0	300	0	0	0	12	0	0	0	0	0	0	0
Semente de Cânhamo		100	553	8.7	31.6	48.7	4.6	5.4	38.1	4	0	1.28	0.28	9.2	0.9	0.6	110	0	0.5	0	0.8	0	0	5	1200	70	42	1650	9.9	8	0.02	0.02	0.05	1.6	7.6	700	110	10	28	0	0	0	12	1600	0	0	5.4	28	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.3	0	2	0	0	0	10	0	0	0	0	0	0	0
Lentilha		100	116	20	9	0.4	0.1	0.07	0.18	7.9	1	0.17	0.06	1.1	0.65	0.18	181	0	1.5	0	0.11	1.7	0	2	369	19	2.8	180	1.3	3.3	0.02	0.05	0.05	0.25	0.49	36	32	0.05	0.13	0	0	0	4	420	0	0	0.07	0.13	0.25	0.02	0.1	0	0	1.5	0	0	0	0	0.5	2.2	1.1	0.4	0	0.3	0	0	0	30	0	0	0	0	0	0	0
Semente de Lótus		100	332	64.5	15.4	2	0.4	0.4	1	13.4	0	0.64	0.18	1.6	0.85	0.63	104	0	0	0	0.05	0	0	5	1368	163	3.6	624	1.1	3.5	0.02	0.03	0.05	0.44	2.3	210	45	0.04	0.96	0	0	0	5	850	0	0	0.4	0.96	0.00	0.00	0.2	0	0	2.3	0	0	0	0	0	0	0.3	0.1	0	0.2	0	0	0	15	0	0	0	0	0	0	0
Sementes de Papoula		100	525	28.1	18	41.6	4.5	6	28.6	19.5	0	0.85	0.1	1	0.32	0.25	82	0	1	0	1.77	0	0	26	719	1438	13.5	870	7.9	9.8	0.02	0.04	0.05	1.6	6.7	347	61.2	0.3	28.3	0	0	0	6.5	1100	0	0	6	28.3	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0.8	0	0	0	10	0	0	0	0	0	0	0
Semente de abóbora		100	559	10.7	30.2	49	8.7	16.2	20.9	6	1	0.27	0.15	4.4	0.75	0.14	58	0	1.9	0	2.18	7.3	0	7	809	46	9.4	1233	7.8	8.8	0.02	0.03	0.05	1.34	4.54	592	63	0.18	20.7	0	0	0	12	1800	0	0	16.2	20.7	0.01	0	0.6	0	0	0	0	0	0	0	0	0	0.5	0.2	0	10	0	0	0	25	0	0	0	0	0	0	0
Sementes de Cártamo		100	517	34.3	16.2	38.5	3.7	5.2	28.1	24.2	3	1.16	0.14	2.3	0.85	0.52	51	0	0	0	34.1	0	0	2	680	78	4.9	490	5.5	4.9	0.02	0.04	0.05	1.3	1.2	354	50	0.11	28	0	0	0	6	1200	0	0	5.2	28	0	0	0.2	0	0	5.5	0	0	0	0	0	0	0.1	0.1	0	0.4	0	0	0	8	0	0	0	0	0	0	0
Gergelim		100	573	23.4	17.7	49.7	7	18.7	21.8	11.8	1	0.79	0.25	4.5	0.05	0.79	97	0	0	0	0.25	0	0	11	468	975	5.7	629	7.8	14.6	0.02	0.03	0.05	4.1	2.5	351	25.6	0.38	21.4	0	0	0	5.5	1200	0	0	18.7	21.4	0	0	0.25	0	0	0	0	0	0	0	0	0	0.4	0.2	0	40	0	0	0	10	0	0	0	0	0	0	0
Semente de Girassol		100	584	20	20.8	51.5	4.5	18.5	23.1	8.6	3	1.48	0.35	8.3	1.1	1.3	227	0	1.4	0	35.2	0	0	9	645	78	53	660	5	5.3	0.02	0.05	0.05	1.8	1.9	325	55	0.08	23	0	0	0	8	950	0	0	18.5	23	0	0	0.1	0	0	0	0	0	0	0	0	0	15	5	0	1.2	0	0	0	15	0	0	0	0	0	0	0
Semente de melancia		100	557	15.3	28.3	47.4	9.8	7.4	28.1	0	0	0.19	0.15	3.5	0.34	0.09	58	0	0	0	0	0	0	9	648	54	0.1	755	10.2	7.3	0.02	0.05	0.05	1.3	0.5	515	30	0.01	28	0	0	0	2	1200	0	0	7.4	28	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0.3	0	0	0	12	0	0	0	0	0	0	0
Anchova		100	172	0	25	7.8	1.8	2.5	2.5	0	15	0.08	0.3	17.5	0.8	0.7	12	1.2	0	2.5	0.8	0.1	0.2	120	440	180	45	280	2.1	4.5	2.5	0.1	0.3	0.3	0.05	50	85	1.8	0.2	400	120	180	5	1100	0	0	2.2	0.15	0	0	2.8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caviar		100	264	4	24.6	17.9	4.1	4.6	7.4	0	271	0.19	0.62	0.12	3.5	0.32	50	20	0	11.7	1.9	0.6	1.5	1500	181	275	65.5	356	1.5	11.9	3	0.1	0.4	0.11	0.05	300	490	6.8	0.6	200	50	250	12	1300	0	0	4.2	0.5	0	0	1.5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ostra		100	137	4.9	14.1	4.9	1.2	0.9	1.7	0	90	0.09	0.22	3.2	0.7	0.11	15	28.5	6	0.8	1.5	0.1	0	417	244	62	64	186	78.6	8.8	1.5	2.5	0.8	4.5	0.6	36	80	1.2	0.15	0	0	450	8	1200	0	0	0.8	0.1	0	0	1.2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enguia		100	236	0	23.6	15	3.5	9.3	1.2	0	1200	0.15	0.35	4.5	0.5	0.28	7	5	0	23	5.6	0.1	0.5	65	350	25	38	270	1.9	0.7	6.5	0.2	0.5	0.05	0.02	24	75	1.1	0.1	350	80	150	4	1400	0	0	8.8	0.08	0	0	3.5	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arenque		100	203	0	23	13.5	3.1	5.2	3.8	0	31	0.12	0.31	4.3	0.85	0.45	10	13.7	0	14.2	1.5	0.1	0.4	115	415	74	46	300	1.3	1.4	2	0.05	0.3	0.15	0.03	41	85	2.5	0.3	450	100	160	6	1100	0	0	4.8	0.2	0	0	3.2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavalinha		100	262	0	24	18.7	4.3	7.1	5.3	0	55	0.18	0.42	11.2	1.1	0.62	12	12	0	21.4	2.4	0.1	0.5	105	401	15	52	296	0.9	1.6	8.5	0.05	0.4	0.12	0.02	85	95	3.1	0.4	500	150	200	8	1200	0	0	6.5	0.3	0	0	4.3	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mexilhão		100	172	7.4	24	4.5	1	1.2	1.5	0	96	0.16	0.41	3.5	1.1	0.13	76	24	8	0	0.95	0.1	0	368	312	34	85	285	3.5	6.7	1.2	0.3	0.6	0.15	6.8	34	78	1.1	0.1	0	0	320	6	1500	0	0	1	0.08	0	0	0.8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polvo		100	164	4.4	29.8	2.1	0.5	0.4	0.6	0	20	0.05	0.08	3.8	1.2	0.65	16	36	8	0	2.1	0.1	0	460	630	30	89	280	3.4	9.5	3.5	0.2	0.5	0.7	0.05	60	95	0.5	0.05	0	0	350	5	1600	0	0	0.3	0.04	0	0	1.1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Molusco		100	148	5.1	25.5	2	0.4	0.3	0.7	0	40	0.05	0.42	3.3	0.9	0.21	29	49	0	0	2.4	0.1	0	112	312	92	64	242	2.7	28	2.2	0.1	0.4	0.42	0.1	35	75	0.6	0.04	0	0	280	4	1300	0	0	0.2	0.03	0	0	0.6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmão		100	206	0	22	12.5	2.5	4.5	4.4	0	15	0.22	0.15	8.5	1.6	0.65	25	3.2	0	11	1.1	0.5	0.2	60	384	15	36	250	0.4	0.3	1.5	0.1	0.2	0.05	0.02	30	95	2.5	0.3	450	120	150	8	1100	0.8	0	3.8	0.2	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sardinha		100	208	0	25	11.5	2.6	4.2	4.1	0	32	0.08	0.23	5.2	0.6	0.3	10	8.9	0	4.8	2	0.1	0.5	120	397	382	52	490	1.3	2.9	1.2	0.05	0.15	0.19	0.1	39	85	2	0.3	400	100	160	6	1200	0	0	3.5	0.2	0	0	3.2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Truta		100	190	0	27	10	2.1	3.8	3.2	0	18	0.14	0.12	6.1	1.1	0.45	15	4.5	0	4	0.4	0.2	0.1	52	461	25	24	271	0.6	0.5	1	0.05	0.1	0.04	0.01	31	75	1.8	0.4	380	110	120	7	1050	0.1	0	3.2	0.3	0	0	1.2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olho-de-boi		100	184	0	26	9.2	2.3	3.5	2.8	0	25	0.16	0.06	8.8	0.8	0.5	6	4	0	12	0.5	0.1	0	55	415	23	38	220	0.5	0.5	4.5	0.1	0.3	0.06	0.02	32	80	1.9	0.2	420	140	130	5	1150	0	0	3.1	0.15	0	0	1.5	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abalone		100	189	11	19.6	1.2	0.3	0.2	0.4	0	3	0.12	0.14	1.8	0.6	0.15	12	0.8	4	0	2.4	0.1	0	312	324	37	45	210	1.7	3.5	0.5	0.4	0.3	0.23	0.1	54	72	0.15	0.05	0	0	220	4	1350	0	0	0.15	0.04	0	0	0.3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmão Rei		100	231	0	26	15	3.2	5.8	4.8	0	40	0.24	0.14	10	1.5	0.72	28	3.5	0	18	1.5	0.6	0.2	62	410	14	42	282	0.5	0.4	2.5	0.1	0.2	0.06	0.02	34	110	3.1	0.4	480	130	160	9	1200	1.1	0	5.2	0.3	0	0	1.6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conch		100	130	2.5	25	0.8	0.2	0.1	0.3	0	5	0.04	0.08	1.5	0.4	0.11	8	1.5	0	0	1.2	0.1	0	268	296	15	38	185	1.2	2.4	0.4	0.3	0.2	0.14	0.05	48	65	0.12	0.04	0	0	190	3	1250	0	0	0.08	0.03	0	0	0.2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centola		100	97	0	19	1.5	0.2	0.3	0.6	0	4	0.05	0.07	2.7	0.3	0.15	44	9	3	0.1	2.5	0	0	539	259	89	44	218	4.1	0.7	0.5	0.5	0.8	0.7	0.03	48	70	0.45	0.05	0	0	250	5	1100	0.1	0	0.2	0.03	0	0	0.5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tainha		100	150	0	22	5.5	1.4	2.1	1.5	0	45	0.11	0.12	5.8	0.7	0.4	8	5.2	0	8.5	1.1	0.2	0	65	380	32	41	243	0.7	1.2	1.2	0.05	0.2	0.05	0.02	31	82	1.1	0.2	410	110	125	6	1050	0	0	1.8	0.15	0	0	1.1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Perca		100	117	0	24.8	1.6	0.4	0.4	0.6	0	12	0.09	0.14	2.3	0.9	0.24	7	2.2	0	3.2	0.9	0.1	0	78	330	34	42	230	0.6	1.2	1.8	0.05	0.25	0.05	0.02	34	78	0.4	0.1	390	90	110	5	1000	0	0	0.35	0.08	0	0	0.6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaca do Alasca		100	111	0	23.5	1.2	0.2	0.2	0.6	0	14	0.06	0.05	3.8	0.5	0.13	4	3.6	0	1.1	0.4	0	0	95	426	13	38	242	0.4	0.4	0.8	0.02	0.1	0.03	0.01	30	85	0.5	0.05	350	80	105	4	980	0	0	0.18	0.03	0	0	0.4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pampo		100	201	0	23.3	12.1	4.2	4.8	2.1	0	22	0.18	0.13	4.5	0.9	0.25	10	1.2	0	12.5	0.8	0.1	0	75	381	27	45	250	0.8	0.8	3.2	0.06	0.2	0.06	0.02	29	82	1.3	0.4	400	115	125	5	1100	0	0	4.2	0.25	0	0	1.1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pepino do mar		100	56	0	13	0.4	0.1	0.1	0.1	0	2	0.02	0.04	0.4	0.2	0.05	5	0.5	0	0	0.3	0.1	0	430	210	30	25	140	0.6	1.4	0.4	0.1	0.3	0.12	0.05	22	40	0.05	0.02	0	0	310	3	1450	0	0	0.08	0.02	0	0	0.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eperlano		100	124	0	22.6	3.1	0.7	0.9	1.1	0	35	0.12	0.14	2.8	0.7	0.38	11	3.8	0	4.2	1.5	0.1	0	70	364	82	38	284	1.2	1.1	0.8	0.03	0.12	0.05	0.02	32	76	0.8	0.2	360	85	115	4	1020	0	0	0.75	0.1	0	0	0.5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmão Vermelho		100	216	0	27.3	11	2.1	4.4	3.6	0	22	0.22	0.16	9.8	1.7	0.74	29	4.5	0	16.5	1.3	0.5	0.2	65	422	12	40	290	0.5	0.5	1.5	0.05	0.15	0.05	0.02	32	105	2.2	0.3	460	125	155	8	1150	1.3	0	3.8	0.2	0	0	1.4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lagostas		100	122	0	24.3	1.9	0.3	0.4	0.7	0	12	0.04	0.06	3.5	0.4	0.14	6	1.8	0	0.1	1.8	0	0	348	268	84	53	245	3.5	0.6	1.5	0.2	0.4	0.48	0.04	38	72	0.5	0.06	0	0	210	4	1150	0.2	0	0.3	0.04	0.01	0	0.3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Búzio		100	157	3.2	27.6	0.6	0.1	0.1	0.2	0	0	0.03	0.09	1.6	0.3	0.1	10	6.8	0	0	1.5	0.1	0	275	312	52	46	255	2.4	6.5	0.5	0.4	0.3	0.15	0.08	64	62	0.1	0.03	0	0	175	3	1300	0	0	0.06	0.02	0	0	0.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arroz Integral Cozido		100	112	23	2.6	0.9	0.2	0.3	0.3	1.8	0	0.1	0.03	1.5	0.3	0.14	4	0	0	0	0.1	0	0	1	43	10	5	77	0.6	0.4	0.01	2.5	0.2	0.1	0.4	43	9.2	0.02	0.3	0	0	0	0	150	0	0	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Arroz Branco Cozido		100	130	28	2.7	0.3	0.1	0.1	0.1	0.4	0	0.02	0.01	1.5	0.2	0.05	3	0	0	0	0	0	0	1	35	3	4	37	0.4	0.2	0.01	0.5	0.1	0.05	0.2	12	2.1	0.01	0.1	0	0	0	0	50	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aveia em Flocos Cozida		100	71	12	2.5	1.4	0.2	0.4	0.6	1.7	0	0.1	0.02	0.3	0.14	0.03	8	0	0	0	0.1	0	0	2	61	15	4	77	0.5	0.6	0.01	0.8	0.1	0.07	0.5	27	6	0.03	0.5	0	0	0	0	120	0	0	0.4	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.3	0	0	0	0	0	0	0	0	0	0	1
Quinoa Cozida		100	120	21.3	4.4	1.9	0.2	0.7	0.9	2.8	0	0.1	0.04	0.4	0.3	0.12	42	0	0	0	0.6	0	0	7	172	17	2.8	152	1.1	1.5	0.01	1.2	0.2	0.1	0.6	64	7	0.05	0.8	0	0	0	0	180	0	0	0.7	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0.2
Trigo Sarraceno Cozido		100	92	20	3.4	0.6	0.1	0.2	0.3	2.7	0	0.09	0.06	0.9	0.25	0.13	14	0	0	0	0.3	0	0	4	128	11	2.2	120	0.6	1.3	0.01	0.8	0.1	0.1	0.4	51	9.5	0.02	0.3	0	0	0	0	140	0	0	0.2	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.1
Cevada Cozida		100	123	28	2.3	0.4	0.1	0.05	0.2	3.8	0	0.12	0.06	2	0.3	0.12	14	0	0	0	0.1	0	0	4	147	11	0.8	75	0.8	1.3	0.01	0.6	0.1	0.1	0.3	33	11.5	0.02	0.2	0	0	0	0	110	0	0	0.05	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.5	0	0	0	0	0	0	0	0	0	0	1.2
Milho Cozido		100	96	21	3.4	1.5	0.2	0.4	0.8	2.4	12	0.09	0.06	1.7	0.7	0.14	42	0	0	0	0.5	0.4	0	1	218	2	0.6	89	0.5	0.5	0.01	0.4	0.1	0.05	0.16	32	23	0.03	0.7	0	0	0	0	140	0	0	0.4	0.7	0.45	0.25	0.1	0	0	1	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Painço Cozido		100	119	23.7	3.5	1	0.2	0.3	0.5	1.3	0	0.11	0.06	0.6	0.3	0.11	19	0	0	0	0.22	0.2	0	2	62	3	0.9	100	0.6	1.1	0.01	0.5	0.1	0.08	0.3	44	9.5	0.02	0.5	0	0	0	0	130	0	0	0.3	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
Amarante Cozido		100	102	19.3	3.8	1.6	0.4	0.5	0.6	2.1	0	0.03	0.02	0.2	0.15	0.11	22	0	0	0	0.25	0	0	4	135	47	0.9	142	0.9	2.1	0.01	0.6	0.1	0.1	0.6	65	12	0.03	0.5	0	0	0	0	160	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
Centeio em Grão Cozido		100	125	28.5	2.5	0.6	0.1	0.1	0.3	5.2	0	0.14	0.04	1.2	0.33	0.12	18	0	0	0	0.45	0.4	0	2	166	15	1.1	125	0.9	1.5	0.01	0.8	0.1	0.08	0.4	40	10.5	0.02	0.3	0	0	0	0	120	0	0	0.1	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	1.2	0	0	0	0	0	0	0	0	0	0	0.8
Cuscuz de Sêmola Cozido		100	112	23.2	3.6	0.1	0	0	0.05	1.4	0	0.06	0.03	0.8	0.24	0.05	15	0	0	0	0.1	0	0	5	58	8	27.5	24	0.25	0.4	0.01	0.3	0.1	0.04	0.08	8	3.3	0.01	0.04	0	0	0	0	80	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bulgur Cozido		100	83	18.6	3.1	0.2	0.04	0.02	0.1	4.5	0	0.06	0.03	1	0.3	0.08	18	0	0	0	0.1	0	0	4	68	10	2.3	40	0.6	1	0.01	0.3	0.1	0.05	0.15	32	6.8	0.01	0.1	0	0	0	0	75	0	0	0.02	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.3	0	0	0	0	0	0	0	0	0	0	0
Polenta Cozida		100	64	14.5	1.5	0.3	0.04	0.08	0.15	1.1	2	0.02	0.01	0.4	0.12	0.03	10	0	0	0	0.1	0.1	0	1	35	2	0.2	22	0.12	0.2	0.01	0.2	0.05	0.02	0.05	8	3.5	0.01	0.14	0	0	0	0	45	0	0	0.08	0.14	0.15	0.08	0	0	0	0.5	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tapioca Preparada		100	130	32	0.2	0.1	0	0	0	0.2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	4	0.1	2	0.05	0.2	0.01	0.2	0.05	0.02	0.02	2	1.1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macarrão Integral Cozido		100	124	26.5	5.3	0.5	0.1	0.08	0.25	2.8	0	0.15	0.04	1.2	0.22	0.05	10	0	0	0	0.5	0	0	1	44	12	26	88	0.8	1.1	0.01	0.4	0.1	0.08	0.3	27	7.5	0.03	0.22	0	0	0	0	140	0	0	0.08	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.2	0	0	0	0	0	0	0	0	0	0	0
