Nome	Categoria	Porção Média	Calorias	Carboidratos	Proteína	Gordura	Saturada	MUF	PUF	Fibra	A	B1	B2	B3	B5	B6	B9	B12	C	D	E	K	K2	Sódio	Potássio	Cálcio	Selenio	Fósforo	Zinco	Ferro	Mercurio	Cádmio	Chumbo	Cobre	Manganês	Magnésio	Choline	Omega 	Omega 	Creatina	Carnosina	Taurina	Glutathione	Glycine	Astaxanthin	Licopeno	Oleic Acid	Linoleic Acid	Lutein	Zeaxantina	Coenzima Q10	Sulforafano	Resveratrol	Quercetina	Curcumina	L-Teanina	Carnitina	Antocianinas	Isoflavonas	Catequinas	Ácido clorogenico	Ácido cafeico	Outros estilbenos	Lignanas	Fisetina	Apigenina	Ácido Elágico	Nitratos Naturais	Capsaicina	Hesperidina	Naringenina	Ácido Ursólico	Indol-3-Carbinol	DIM	Beta-Glucanas
Alga Dulse		100	264	43.8	18.1	0.3	0.05	0.02	0.1	14.3	2	0.2	0.4	2.2	0.4	0.2	140	0.9	30	0	1	10	0	1530	4140	268	0.8	250	1.5	33	0.05	0.2	0.3	0.2	0.5	293	15	0.05	0.05	0	0	0	5	450	0	0	0.02	0.05	0.5	0.05	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0.2
Alga Irish moss		100	49	12.3	1.5	0.2	0.03	0.01	0.05	1.3	6	0.02	0.47	0.6	0.1	0.07	182	0	3	0	0.87	5	0	67	63	72	0.7	157	1.95	8.9	0.02	0.05	0.05	0.15	0.4	144	12	0.02	0.03	0	0	0	2	95	0	0	0.01	0.03	0.1	0.02	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0.1
Alga Kelp		100	43	9.6	1.7	0.6	0.1	0.1	0.1	1.3	6	0.05	0.15	0.5	0.64	0.01	180	0	3	0	0.87	66	0	233	89	168	0.7	42	1.23	2.8	0.05	0.1	0.1	0.13	0.2	121	12	0.04	0.06	0	0	0	3	85	0	0	0.1	0.06	0.15	0.03	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	20	0	0	0	0	0	0	0.2
Alga Nori		100	300	44	35	0.3	0.1	0.05	0.1	5.1	260	0.24	3.4	15	1.6	0.6	1500	54	40	0	1	4	0	47	356	26	6	113	1.1	2.4	0.03	0.1	0.1	0.44	1.5	32	12.1	0.15	0.15	0	0	0	8	920	0	0	0.05	0.15	1.1	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0.1
Alga Ogo		100	12	1.8	1.6	0.2	0.03	0.01	0.09	1	243	0.04	0.05	0.4	0.08	0.05	41	0	26	0	0.09	34	0	34	208	93	0.5	29	0.17	1.04	0.02	0.05	0.05	0.02	0.14	13	5	0.04	0.05	0	0	0	4	45	0	0	0.01	0.05	1.5	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0.1
Alga Sea grapes		100	4	0.5	0.5	0.1	0.01	0.01	0.04	0.8	10	0.02	0.02	0.2	0.05	0.01	15	0	12	0	0.05	8	0	735	45	56	0.1	12	0.1	0.3	0.01	0.02	0.02	0.02	0.05	15	4	0.01	0.03	0	0	0	1	12	0	0	0.01	0.03	0.1	0.01	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0.1
Spirulina		100	290	23.9	57.5	7.7	2.7	0.7	2.1	3.6	29	2.4	3.7	12.8	3.5	0.36	94	0	10.1	0	5	25.2	0	1048	1363	120	7.2	118	2	28.5	0.01	0.03	0.03	6.1	1.9	195	66	0.3	1.8	0	0	0	12	1100	0	0	0.7	1.8	85	15	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
Alga Wakame		100	45	9.1	3	0.6	0.13	0.12	0.21	0.5	18	0.06	0.23	1.6	0.7	0.02	196	0	3	0	1	5.2	0	872	50	150	0.7	80	0.38	2.1	0.02	0.1	0.1	0.28	1.4	107	13.5	0.13	0.08	0	0	0	5	95	0	0	0.12	0.08	0.2	0.05	0.2	0.02	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	25	0	0	0	0	0	0	0.2
Cérebro de boi		100	136	0	10.9	10.3	2.3	1.8	1.3	0	0	0.08	0.25	3.4	0.8	0.23	5	9.4	10	0.1	0.3	0	0	146	224	9	13.5	335	1.1	2.1	0	0.05	0.05	0.22	0.01	13	490	0.85	0.25	0	0	5	15	450	0	0	1.7	0.25	0	0	3.2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cérebro de ovelha		100	142	0	11.4	10.6	2.4	1.9	1.4	0	0	0.11	0.26	3.6	0.85	0.25	6	11.2	11	0.1	0.3	0	0	156	230	10	15.2	340	1.2	2.3	0	0.05	0.05	0.24	0.01	14	495	0.9	0.26	0	0	5	15	460	0	0	1.8	0.26	0	0	3.5	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coração de boi		100	165	0	28.5	4.7	1.4	0.9	0.6	0	0	0.15	0.9	7.5	2.1	0.38	4	8.5	2	0.2	0.3	0	0	60	287	7	33.1	212	2.9	6.4	0.05	0.05	0.1	0.45	0.02	21	220	0.03	0.32	150	180	150	18	1200	0	0	0.7	0.32	0	0	11.3	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coração de galinha		100	185	0	26.2	7.9	2.4	2.6	1.7	0	15	0.15	0.74	4.8	1.8	0.34	7	7.2	3	0.1	0.3	0	0	72	232	11	24.3	198	6.8	5.9	0.03	0.03	0.1	0.4	0.02	19	215	0.08	1.35	120	110	180	14	1150	0	0	2.2	1.35	0	0	9.2	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coração de ovelha		100	174	0	26.5	6.8	2.1	1.8	1.1	0	0	0.14	1.1	6.8	2.3	0.4	5	10.5	4	0.2	0.3	0	0	65	290	8	30.5	215	3.1	5.5	0.05	0.05	0.1	0.5	0.02	22	225	0.05	0.45	160	190	160	16	1180	0	0	1.5	0.45	0	0	10.5	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coração de porco		100	148	0	24.1	4.2	1.2	0.8	0.9	0	0	0.55	0.65	6.2	1.6	0.38	4	4.2	3	0.1	0.2	0	0	48	271	7	36.5	205	2.8	4.3	0.03	0.03	0.1	0.4	0.02	18	210	0.04	0.55	140	150	140	15	1100	0	0	0.65	0.55	0	0	12.8	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coração de Peru		100	175	0	27	6.5	1.8	1.6	1.9	0	10	0.12	0.85	5.5	1.5	0.42	6	8.5	2	0.1	0.3	0	0	68	245	12	28.5	210	5.5	5.2	0.03	0.03	0.1	0.35	0.02	20	218	0.1	1.45	130	120	190	15	1160	0	0	1.4	1.45	0	0	10.2	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fígado de boi		100	175	5	26.5	4.7	1.4	0.9	0.6	0	9442	0.25	3.4	15.2	7.1	1	260	70	1.5	1.2	0.5	3.3	10	77	313	6	36.1	497	5.3	6.2	0.1	2.5	1.2	14.3	0.35	21	426	0.03	0.32	200	150	40	45	1500	0	0	0.7	0.32	0	0	5	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fígado de galinha		100	167	0.9	24.5	6.5	2.1	1.3	1.5	0	3960	0.29	1.8	11.3	6.2	0.85	560	16.5	28	2	0.7	0	0	85	230	11	54.2	390	3.2	11.6	0.05	0.1	0.2	0.5	0.25	19	325	0.08	1.1	150	120	35	35	1300	0	0	1.1	1.1	0	0	3.2	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fígado de ovelha		100	220	3.5	30.2	8.5	3.2	2.1	1.2	0	7450	0.42	3.1	16.5	7.8	0.95	400	85	4.5	1.5	0.6	3.5	8	75	305	10	115.2	450	5.5	10.2	0.08	0.5	0.3	8.2	0.38	22	410	0.05	0.45	190	140	45	42	1450	0	0	1.8	0.45	0	0	4.5	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fígado de Porco		100	165	2.5	26	4.4	1.4	0.8	0.8	0	6500	0.28	2.2	15.5	6.8	0.78	160	25	23	0.6	0.4	0	0	87	273	9	52.3	388	6.8	17.9	0.05	0.2	0.3	0.6	0.32	21	380	0.04	0.6	160	130	40	38	1250	0	0	0.65	0.6	0	0	3.8	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fígado de Perú		100	169	1.2	25.1	6.8	2.2	1.4	1.6	0	4200	0.26	1.9	12.1	6.4	0.88	590	18.2	25	2.2	0.7	0	0	80	240	12	58.5	402	3.5	12.2	0.05	0.1	0.2	0.45	0.26	20	330	0.09	1.2	140	110	38	36	1320	0	0	1.2	1.2	0	0	3.5	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Farinha de bolota		100	501	54.5	4.2	30	3.8	21	4.3	7	4	0.12	0.14	1.9	0.63	0.44	34	0	0	0	0.5	0	0	1	628	45	1.2	92	0.6	1.1	0	0.01	0.02	0.15	0.35	74	35	0.1	4.2	0	0	0	0	110	0	0	21	4.2	0	0	0	0	0	0	0	0	0	0	0	80	1.2	0.5	0	0.5	0	0	0	5	0	0	0	0	0	0	0
Farinha de Amêndoas		100	590	20	21.4	52.5	3.9	33.4	12.4	10	0	0.22	0.84	3.6	0.41	0.11	49	0	0	0	24	0	0	1	746	268	4.1	490	3.2	3.7	0	0.03	0.05	1.03	2.3	271	52	0.01	12.3	0	0	0	15	450	0	0	32.3	12.3	0.1	0	0.1	0	0	25	0	0	0	0	0	3	0.1	0.1	0	0.6	0	0	0	10	0	0	0	0	0	0	0
Farinha de Amaranto		100	374	65	14.5	6.5	1.5	1.7	2.8	7	0	0.12	0.22	0.9	1.5	0.63	82	0	4.2	0	0.24	0	0	4	366	153	18.7	490	2.9	7.6	0	0.02	0.05	0.5	3.3	243	64	0.03	2.7	0	0	0	0	160	0	0	1.7	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0.1	0	0	0	5	0	0	0	0	0	0	0.2
Farinha de cevada		100	345	74.5	10.5	1.6	0.3	0.2	0.8	10.1	0	0.37	0.11	6.3	0.44	0.4	32	0	0	0	0.57	2.2	0	4	290	32	37.7	296	2	2.7	0.01	0.02	0.05	0.34	1.03	91	37.8	0.08	0.72	0	0	0	0	110	0	0	0.2	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	1.5	0	0	0	10	0	0	0	0	0	0	4
Farinha de trigo sarraceno		100	335	70.6	12.6	3.1	0.7	1	1	10	0	0.42	0.14	5.2	1.25	0.58	54	0	0	0	0.32	0	0	11	578	41	8.4	337	2.4	4.1	0.01	0.03	0.05	0.51	2.03	251	54	0.08	0.94	0	0	0	0	140	0	0	0.95	0.94	0	0	0	0	0	0	0	0	0	0	0	2	1.2	0.8	0	0.8	0	0	0	8	0	0	0	0	0	0	0.1
Farinha de grão de bico		100	387	57.8	22.4	6.7	0.7	1.5	2.9	10.8	4	0.49	0.15	2.9	0.63	0.49	437	0	0	0	0.83	10	0	64	846	45	8.3	318	2.8	4.9	0.01	0.02	0.05	0.91	1.6	166	95	0.11	2.8	0	0	0	4.5	480	0	0	1.5	2.8	0.03	0.01	0.25	0	0	0.8	0	0	0	0	1.5	1.2	0.5	0.2	0	0.3	0	0	0	20	0	0	0	0	0	0	0
Farinha de coco		100	443	59.3	18.2	15	13.5	0.8	0.2	37.5	0	0.05	0.04	1.2	0.5	0.1	15	0	0	0	0.2	0.4	0	35	745	36	10	220	2.1	4.5	0	0.02	0.03	0.42	1.2	90	15.4	0.01	0.18	0	0	0	1	160	0	0	0.8	0.18	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	2	0	0	0	0	0	0	0
Farinha de painço		100	378	72.9	10.8	4.2	0.7	0.8	2.1	8.5	0	0.42	0.29	4.7	0.85	0.38	85	0	0	0	0.11	0.9	0	5	224	25	2.7	285	1.7	3	0.01	0.02	0.05	0.38	1.63	114	38.5	0.11	2.02	0	0	0	0	130	0	0	0.78	2.02	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0.5	0	0	0	5	0	0	0	0	0	0	0
Farinha de aveia		100	404	65.7	14.7	9.1	1.3	3.1	4	6.5	0	0.69	0.15	1.5	1.1	0.12	32	0	0	0	0.8	3.2	0	4	371	55	34	453	3.5	4	0.01	0.02	0.05	0.43	4.1	144	32.2	0.12	3.84	0	0	0	0	450	0	0	3.05	3.84	0	0	0.1	0	0	0	0	0	0	0	0	0	0.2	0.1	0	1	0	0	0	10	0	0	0	0	0	0	5
Farinha de amendoim		100	327	21.8	48.4	11	1.8	5.2	3.6	11	0	0.75	0.18	23.8	2.6	0.52	340	0	0	0	2.1	0	0	22	1025	120	14.5	545	4.5	5.5	0	0.03	0.05	1.5	2.3	220	85	0.01	3.55	0	0	0	15	1800	0	0	5.15	3.55	0	0	0.1	0	0.1	2	0	0	0	0	0	0.8	0.2	0.1	0	0.5	0	0	0	12	0	0	0	0	0	0	0
Farinha de quinoa		100	368	64.2	14.3	6.1	0.7	1.6	2.4	7	1	0.36	0.32	1.5	0.77	0.49	184	0	0	0	2.44	0	0	5	563	47	8.5	457	3.1	4.6	0.01	0.02	0.05	0.59	2.03	197	70.2	0.26	2.15	0	0	0	0	180	0	0	1.55	2.15	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.2	0	0	0	8	0	0	0	0	0	0	0.3
Farinha de arroz integral		100	363	76.5	7.2	2.8	0.6	0.9	1	4.6	0	0.44	0.08	6.3	1.5	0.74	16	0	0	0	1.2	0	0	4	289	11	24.5	337	2.5	2	0.01	0.02	0.04	0.25	4.02	114	31.5	0.07	0.95	0	0	0	0	150	0	0	0.92	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0.5	0	0	0	5	0	0	0	0	0	0	0
Farinha de centeio		100	325	68.6	15.9	2.2	0.3	0.3	1.1	14.6	0	0.61	0.25	4.3	1.45	0.44	78	0	0	0	1.28	5.9	0	2	566	40	35	385	3.7	4.7	0.01	0.03	0.05	0.42	6.18	163	40.5	0.15	0.98	0	0	0	0	120	0	0	0.28	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	4.5	0	0	0	10	0	0	0	0	0	0	1.5
Farinha de gergelim		100	382	35.4	31.7	12	1.8	4.5	5.2	15	1	1.25	0.44	11.2	0.12	1.25	145	0	0	0	0.25	0	0	11	495	980	5.7	642	7.9	14.8	0	0.02	0.05	4.15	2.48	362	25.6	0.25	4.95	0	0	0	5.5	1200	0	0	4.45	4.95	0	0	0.25	0	0	0	0	0	0	0	0	0	0.4	0.2	0	350	0	0	0	10	0	0	0	0	0	0	0
Farinha de soja		100	435	31.9	37.8	20.6	3	4.5	11.2	9.6	1	0.69	0.35	2.6	1.6	0.52	345	0	0	0	1.12	32.2	0	5	1660	210	19.1	492	3.9	6.4	0.02	0.04	0.05	1.95	2.52	210	122	1.25	10.05	0	0	0	8	920	0	0	4.35	10.05	0.13	0.03	0.4	0	0	2.5	0	0	0	0	180	4	2.5	0.8	0	1.2	0	0	0	40	0	0	0	0	0	0	0
Farinha de espelta		100	338	70.1	14.6	2.4	0.4	0.4	1.1	10.7	0	0.36	0.11	6.8	1.07	0.44	45	0	0	0	0.79	3.6	0	8	388	27	11.3	401	3.3	4.4	0.01	0.02	0.05	0.51	3.25	136	38.5	0.08	1.04	0	0	0	0	140	0	0	0.38	1.04	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0.8	0	0	0	10	0	0	0	0	0	0	0.3
Farinha de triticale		100	338	71.9	13.1	1.8	0.4	0.3	0.8	12.4	0	0.42	0.13	1.4	1.32	0.43	73	0	0	0	0.9	0	0	5	340	37	25	358	3.5	3.3	0.01	0.02	0.05	0.44	3.18	130	40.5	0.06	0.76	0	0	0	0	130	0	0	0.28	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0.8	0	0	0	10	0	0	0	0	0	0	0.4
Farinha de trigo integral		100	340	72	13.2	2.5	0.4	0.3	1.1	10.7	0	0.41	0.12	6.4	1.01	0.41	44	0	0	0	0.71	3.6	0	5	363	34	38.5	357	2.9	3.9	0.01	0.02	0.05	0.38	3.01	138	31.2	0.07	1.04	0	0	0	0	140	0	0	0.28	1.04	0	0	0.05	0	0	0	0	0	0	0	0	0	0.1	0.2	0	1.5	0	0	0	10	0	0	0	0	0	0	0.3
Pão de cevada		100	260	49	8	2.5	0.4	0.8	1.1	4.5	0	0.25	0.1	3	0.3	0.15	30	0	0	0	0.4	1.5	0	500	180	40	25	140	1.2	2.2	0	0.01	0.02	0.15	0.8	45	12	0.05	1	0	0	0	0	310	0	0	0.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.4	0	0	0	5	0	0	0	0	0	0	1.5
Ciabatta		100	255	51	8.5	1.5	0.3	0.8	0.3	2	0	0.2	0.1	2.5	0.2	0.05	20	0	0	0	0.3	1	0	560	100	20	22	90	0.8	1.5	0	0.01	0.02	0.1	0.4	22	8	0.01	0.3	0	0	0	0	250	0	0	0.8	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	2	0	0	0	0	0	0	0
Cracked wheat bread		100	250	46	9.5	2.2	0.4	0.4	1.2	5.5	0	0.3	0.12	3.5	0.4	0.18	35	0	0	0	0.8	2.5	0	480	190	35	28	160	1.4	2.5	0	0.01	0.02	0.18	1.4	60	15	0.06	1.1	0	0	0	0	340	0	0	0.4	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.8	0	0	0	5	0	0	0	0	0	0	0.1
Egg bread		100	287	48	10	5.5	1.5	2.2	1.3	1.8	25	0.35	0.18	3.2	0.5	0.1	40	0.2	0	0.1	0.6	1.5	0.2	490	130	30	26	125	1.1	2.3	0	0.01	0.01	0.12	0.4	24	42	0.05	1.2	0	0	0	1.5	350	0	0	2.1	1.2	0.05	0.03	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	2	0	0	0	0	0	0	0
Focaccia		100	294	45	8.8	8.5	1.2	5.8	1.1	2.2	0	0.25	0.12	2.8	0.3	0.06	24	0	0	0	1.2	5.5	0	580	115	25	24	105	0.9	1.8	0	0.01	0.02	0.12	0.5	26	10	0.05	1	0	0	0	0	280	0	0	5.5	1	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.1	0	0	0	2	0	0	0	0	0	0	0
Baguette		100	274	57	9.2	1.2	0.2	0.2	0.5	2.4	0	0.35	0.15	3.5	0.3	0.05	25	0	0	0	0.2	1	0	600	110	18	26	95	0.8	1.6	0	0.01	0.02	0.11	0.4	23	9	0.02	0.4	0	0	0	0	270	0	0	0.2	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	2	0	0	0	0	0	0	0
Pão multi grãos		100	265	43	10.2	4.2	0.6	1.5	1.8	6	2	0.38	0.15	3.2	0.5	0.22	45	0	0	0	1.5	4.5	0	420	215	45	28	185	1.5	2.6	0	0.01	0.02	0.22	1.6	65	18	0.35	1.4	0	0	0	0	380	0	0	1.4	1.4	0.05	0.01	0.1	0	0	0	0	0	0	0	0	0	0.1	0.1	0	5	0	0	0	8	0	0	0	0	0	0	0.8
Naan		100	290	50	8.5	6	3.2	1.6	0.4	2.2	15	0.22	0.14	2.6	0.4	0.06	22	0.1	0	0.05	0.3	1.2	0.1	515	125	45	20	115	0.8	1.6	0	0.01	0.01	0.1	0.3	22	14	0.02	0.3	0	0	0	0	260	0	0	1.5	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	2	0	0	0	0	0	0	0
Oat bran bread		100	245	44	9.5	2.5	0.4	0.8	1.1	5.2	0	0.35	0.1	2.2	0.5	0.12	28	0	0	0	0.5	2.5	0	480	185	42	24	165	1.2	2.4	0	0.01	0.02	0.18	1.4	60	16.5	0.04	1	0	0	0	0	340	0	0	0.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.5	0	0	0	5	0	0	0	0	0	0	1.8
Pita		100	275	56	9.1	1.2	0.2	0.2	0.5	2.2	0	0.3	0.12	3.2	0.3	0.05	24	0	0	0	0.2	1	0	520	110	20	25	98	0.8	1.6	0	0.01	0.02	0.11	0.4	24	9	0.02	0.5	0	0	0	0	260	0	0	0.2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	2	0	0	0	0	0	0	0
Pão de batata		100	266	50	7.5	3.2	0.6	1.4	1	2.4	0	0.28	0.1	2.5	0.4	0.15	25	0	1.5	0	0.4	2	0	490	230	25	18	105	0.7	1.5	0	0.01	0.02	0.12	0.3	28	14	0.03	0.9	0	0	0	0	240	0	0	1.3	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0	0.1	0	0	0	3	0	0	0	0	0	0	0
Pumpernickel		100	250	48	8.5	1.2	0.2	0.3	0.5	6.5	0	0.22	0.14	2.4	0.35	0.13	42	0	0	0	0.4	3.5	0	560	215	42	21	155	1.1	2.6	0	0.01	0.02	0.17	1.2	54	15	0.03	0.5	0	0	0	0	280	0	0	0.3	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	3.5	0	0	0	8	0	0	0	0	0	0	1
Rice bran bread		100	263	47	8.8	4.5	0.8	1.5	1.8	5	0	0.45	0.08	4.2	0.6	0.32	30	0	0	0	1.8	2	0	450	240	32	22	190	1.3	2.2	0	0.01	0.02	0.18	1.8	78	16	0.05	1.7	0	0	0	0	290	0	0	1.4	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	1.2	0	0	0	5	0	0	0	0	0	0	0.2
Pão de centeio		100	259	48	8.5	3.3	0.6	1	1.4	5.8	0	0.23	0.13	2.3	0.34	0.12	38	0	0	0	0.4	3.2	0	557	166	32	20	125	1	2.3	0	0.01	0.02	0.15	1	40	14	0.04	1.3	0	0	0	0	280	0	0	0.9	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	2	0	0	0	6	0	0	0	0	0	0	0.8
Sourdough		100	260	51	9	1.5	0.3	0.3	0.6	2.4	0	0.28	0.12	3.1	0.3	0.06	22	0	0	0	0.24	1.2	0	520	115	24	24	98	0.8	1.8	0	0.01	0.02	0.11	0.4	24	9.5	0.02	0.5	0	0	0	1	270	0	0	0.3	0.5	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	3	0	0	0	0	0	0	0
Sprouted bread		100	252	40	12	2.5	0.4	0.6	1.2	6.5	2	0.42	0.16	3.8	0.6	0.25	60	0	1.2	0	1.6	5	0	340	240	48	32	210	1.8	3.2	0	0.01	0.02	0.25	1.8	78	22	0.15	1	0	0	0	4.5	440	0	0	0.6	1	0	0	0.12	0	0	0	0	0	0	0	0	0	0.1	0.1	0	1.5	0	0	0	8	0	0	0	0	0	0	0.4
Whole wheat bread		100	250	45	9.5	2.4	0.4	0.4	1.2	6	0	0.36	0.12	4.1	0.5	0.2	38	0	0	0	0.8	3.5	0	460	212	36	26	165	1.4	2.4	0	0.01	0.02	0.18	1.4	63	15	0.05	1.1	0	0	0	0	340	0	0	0.4	1.1	0	0	0.05	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.8	0	0	0	5	0	0	0	0	0	0	0.2
Mycoprotein		100	85	3	11	2.9	0.5	0.3	1.5	6	0	0.05	0.2	0.4	0.25	0.1	18	0	0	0	0.1	0	0	5	250	15	15	200	3.5	0.5	0	0.01	0.02	0.12	4.5	25	35	0.05	1.45	0	0	0	10	450	0	0	0.3	1.45	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Natto		100	211	14.4	19.4	11	1.6	2.4	5.3	5.4	0	0.16	0.19	0.9	0.21	0.13	13	0	13	0	0.5	23.1	900	7	729	217	8.8	389	3	8.6	0	0.02	0.02	0.33	1.5	115	56	0.52	4.78	0	0	0	15	1200	0	0	2.4	4.78	0	0	0.5	0	0	0	0	0	0	0	60	0	0	0	0	0.2	0	0	0	10	0	0	0	0	0	0	0
Seitan		100	148	5.2	25	1.9	0.3	0.2	0.8	0.6	0	0.02	0.05	0.9	0.1	0.03	4	0	0	0	0.1	0	0	100	100	29	38.5	150	0.8	1.2	0	0.02	0.02	0.11	0.5	25	15	0.02	0.78	0	0	0	0	950	0	0	0.2	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	2	0	0	0	0	0	0	0
Tempeh		100	195	7.6	20.3	11.4	1.6	2.7	5.4	4.8	0	0.08	0.36	2.6	0.35	0.22	24	0.1	0	0	0.5	0	2.5	9	412	111	7	266	1.8	2.7	0	0.02	0.02	0.56	1.3	81	48	0.4	5	0	0	0	8	1100	0	0	2.7	5	0	0	0.2	0	0	1.5	0	0	0	0	80	0	0	0	0	0.3	0	0	0	15	0	0	0	0	0	0	0
Proteína vegetal texturizada		100	116	10.5	16.5	0.3	0.05	0.05	0.15	5.5	0	0.15	0.1	1.2	0.4	0.1	65	0	0	0	0.1	5	0	4	350	85	2.8	180	1.3	3.3	0	0.02	0.02	0.4	0.8	60	28	0.02	0.13	0	0	0	4	950	0	0	0.05	0.13	0	0	0.1	0	0	0.5	0	0	0	0	120	0	0	0	0	0.5	0	0	0	25	0	0	0	0	0	0	0
Tofu		100	144	2.8	17.3	8.8	1.3	1.9	4.9	2.3	0	0.16	0.1	0.4	0.15	0.1	29	0	0	0	0.1	4	0	14	147	683	17.4	190	1.5	2.7	0	0.02	0.02	0.38	1.16	58	28	0.6	4.3	0	0	0	3	950	0	0	1.9	4.3	0	0	0.1	0	0	0.5	0	0	0	0	30	0	0	0	0	0.1	0	0	0	10	0	0	0	0	0	0	0
Manteiga de Amêndoa		100	614	18.8	21	55.5	4.3	34.6	12.8	10.3	0	0.15	0.85	3.4	0.4	0.1	50	0	0	0	24	0	0	1	748	268	4.1	490	3.2	3.5	0	0.03	0.05	1	2.2	270	52	0.01	12.8	0	0	0	12	450	0	0	34.6	12.8	0.1	0	0.1	0	0	22	0	0	0	0	0	3	1	0.4	0	1	0	0	0	10	0	0	0	0	0	0	0
